mp_id,post_id,unit_id,parent_id,unit_type,unit_code,post_title
18004,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
18004,10,80,,mpd,PA_EURONEST,Член Постійної делегації Верховної Ради України у Парламентській асамблеї ЄС - Східні сусіди (ПА ЄВРОНЕСТ)
18004,3,45,,mpg,CAN,Член групи з міжпарламентських зв'язків з Канадою
18004,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
18004,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18004,30,136,,mpd,PA_NATO,Заступник Голови Постійної делегації у Парламентській асамблеї НАТО
18004,22,137,,mpa,uMPR_NATO,Член Української частини міжпарламентської ради Україна-НАТО
18004,3,77,,mpg,ITA,Член групи з міжпарламентських зв'язків з Італійською Республікою
18004,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18004,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18051,2,88,,fra,rp,Член депутатської фракції Радикальної партії Олега Ляшка
18051,16,53,,cmt,kombud,"Голова Комітету Верховної Ради України з питань будівництва, містобудування і житлово-комунального господарства"
18051,3,77,,mpg,ITA,Член групи з міжпарламентських зв'язків з Італійською Республікою
18051,3,165,,mpg,PRT,Член групи з міжпарламентських зв'язків з Португальською Республікою
18051,3,69,,mpg,MDA,Член групи з міжпарламентських зв'язків з Республікою Молдова
18051,3,166,,mpg,MKD,Член групи з міжпарламентських зв'язків з Республікою Македонія
18051,27,115,,mpd,cNPG_IPU,Член Виконавчого комітету Національної парламентської групи в Міжпарламентському Союзі
18051,3,123,,mpg,BGR,Член групи з міжпарламентських зв'язків з Республікою Болгарія
18051,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
18051,3,67,,mpg,AUT,Член групи з міжпарламентських зв'язків з Австрійською Республікою
18012,15,111,,fra,sp,"Заступник голови депутатської фракції Політичної партії ""Об'єднання ""САМОПОМІЧ"""
18012,6,58,,cmt,crimecor,Член Комітету Верховної Ради України з питань запобігання і протидії корупції
18012,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
386,15,12,,fra,but,"Заступник голови депутатської фракції політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України"
386,6,41,,cmt,kompravpol,Член Комітету Верховної Ради України з питань правової політики та правосуддя
386,24,99,,tcs,tinvest40,Заступник голови тимчасової слідчої комісії Верховної Ради України з питань проведення технічної експертизи будівельних робіт та перевірки ефективності використання бюджетних коштів при будівництві мостових переходів через річку Дніпро в місті Запоріжжя
386,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
386,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
386,3,6,,mpg,AZB,Член групи з міжпарламентських зв'язків з Азербайджанською Республікою
386,3,21,,mpg,JPN,Член групи з міжпарламентських зв'язків з Японією
386,30,42,,mpd,PACE,Заступник Голови Постійної делегації у Парламентській асамблеї Ради Європи
386,4,46,,mpg,LBN,Керівник групи з міжпарламентських зв'язків з Республікою Ліван
18134,18,51,,cmt,komekpol,Заступник голови Комітету Верховної Ради України з питань економічної політики
18134,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18134,5,68,,mpg,PRY,Заступник керівника групи з міжпарламентських зв'язків з Республікою Параґвай
18134,3,44,,mpg,TUR,Член групи з міжпарламентських зв'язків з Турецькою Республікою
18134,5,152,,mpg,IRQ,Заступник керівника групи з міжпарламентських зв'язків з Республікою Ірак
18134,3,9,,mpg,UZB,Член групи з міжпарламентських зв'язків з Республікою Узбекистан
18134,3,144,,mpg,SAU,Член групи з міжпарламентських зв'язків з Королівством Саудівська Аравія
18134,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
18134,4,194,,mpg,URY,Керівник групи з міжпарламентських зв'язків з Східною Республікою Уругвай
18134,5,10,,mpg,CHN,Заступник керівника групи з міжпарламентських зв'язків з Китайською Народною Республікою
18134,3,96,,mpg,ARE,Член групи з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами
18135,6,181,,cmt,komfinbank,Член Комітету Верховної Ради України з питань фінансової політики і банківської діяльності
18135,2,102,,fra,ob,"Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
18135,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
18135,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18135,3,44,,mpg,TUR,Член групи з міжпарламентських зв'язків з Турецькою Республікою
18135,3,138,,mpg,BRA,Член групи з міжпарламентських зв'язків з Федеративною Республікою Бразилія
18135,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18135,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18135,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
18135,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
15769,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
15769,6,13,,cmt,komtrans,Член Комітету Верховної Ради України з питань транспорту
15769,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
15769,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
15769,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15769,3,45,,mpg,CAN,Член групи з міжпарламентських зв'язків з Канадою
15769,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
15769,3,50,,mpg,KAZ,Член групи з міжпарламентських зв'язків з Республікою Казахстан
15769,27,115,,mpd,cNPG_IPU,Член Виконавчого комітету Національної парламентської групи в Міжпарламентському Союзі
15769,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
17968,1,272,122,sct,komzakonpr24,Голова підкомітету з питань кримінального законодавства Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності
17968,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
17968,3,26,,mpg,EGY,Член групи з міжпарламентських зв'язків з Арабською Республікою Єгипет
17968,3,21,,mpg,JPN,Член групи з міжпарламентських зв'язків з Японією
17968,3,27,,mpg,ZAF,Член групи з міжпарламентських зв'язків з Південно-Африканською Республікою
18010,7,28,,tcs,tinvest38,Член тимчасової слідчої комісії Верховної Ради України для проведення розслідування відомостей щодо нападів на Катерину Гандзюк та інших громадських активістів
18010,33,273,61,sct,comeuroint21,"Секретар Комітету, голова підкомітету з питань адаптації українського законодавства до законодавства Європейського Союзу (ЄС), забезпечення його відповідності зобов'язанням України у рамках Ради Європи (РЄ) та оцінки відповідності законопроектів міжнародно-правовим зобов'язанням України у сфері європейської інтеграції Комітету Верховної Ради України з питань європейської інтеграції"
18010,2,111,,fra,sp,"Член депутатської фракції Політичної партії ""Об'єднання ""САМОПОМІЧ"""
18010,14,36,,mpg,BEL,Співголова групи з міжпарламентських зв'язків з Королівством Бельгія
18010,10,42,,mpd,PACE,Член Постійної делегації у Парламентській асамблеї Ради Європи
18010,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
18010,22,60,,mpd,uPCA,Член Української частини Парламентського комітету асоціації
18010,3,45,,mpg,CAN,Член групи з міжпарламентських зв'язків з Канадою
18010,27,115,,mpd,cNPG_IPU,Член Виконавчого комітету Національної парламентської групи в Міжпарламентському Союзі
18010,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
18010,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
18010,3,46,,mpg,LBN,Член групи з міжпарламентських зв'язків з Республікою Ліван
18010,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18010,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
12270,1,274,74,sct,komsvobslova12,Голова підкомітету з питань державної інформаційної політики та інформаційної безпеки Комітету Верховної Ради України з питань свободи слова та інформаційної політики
12270,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
12270,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
12270,3,81,,mpg,AUS,Член групи з міжпарламентських зв'язків з Австралією
12270,3,113,,mpg,ALB,Член групи з міжпарламентських зв'язків з Республікою Албанія
12270,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
12270,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
12270,3,57,,mpg,SVN,Член групи з міжпарламентських зв'язків з Республікою Словенія
12270,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
12270,19,72,,mpd,PD_CEI,Заступник члена Постійної делегації у Парламентському вимірі Центральноєвропейської ініціативи
18136,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18136,56,275,206,sct,kno19,"Перший заступник голови Комітету, голова підкомітету з питань вищої освіти Комітету Верховної Ради України з питань науки і освіти"
18136,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18136,3,155,,mpg,VNM,Член групи з міжпарламентських зв'язків з Соціалістичною Республікою В'єтнам
18136,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
18136,22,97,,mpd,uPA_PL,Член Української частини Парламентської асамблеї України і Республіки Польща
18136,4,65,,mpg,SWE,Керівник групи з міжпарламентських зв'язків з Королівством Швеція
18136,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18136,3,92,,mpg,IND,Член групи з міжпарламентських зв'язків з Республікою Індія
18136,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18137,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18137,1,276,114,sct,komsport09,"Голова підкомітету з питань молодіжної політики, сім'ї та дитинства Комітету Верховної Ради України з питань сім'ї, молодіжної політики, спорту та туризму"
18137,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18137,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18138,8,53,,cmt,kombud,"Секретар Комітету Верховної Ради України з питань будівництва, містобудування і житлово-комунального господарства"
18138,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
18138,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18138,13,21,,mpg,JPN,Заступник співголови групи з міжпарламентських зв'язків з Японією
18138,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
18138,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
18138,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
18138,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18138,3,46,,mpg,LBN,Член групи з міжпарламентських зв'язків з Республікою Ліван
18138,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18220,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
18220,1,277,74,sct,komsvobslova13,"Голова підкомітету з питань телебачення та радіомовлення, друкованих засобів масової інформації, інформаційних агентств та Інтернету Комітету Верховної Ради України з питань свободи слова та інформаційної політики"
18220,28,132,,mpg,NGA,Секретар групи з міжпарламентських зв'язків з Республікою Нігерія
18220,3,144,,mpg,SAU,Член групи з міжпарламентських зв'язків з Королівством Саудівська Аравія
18220,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18220,3,26,,mpg,EGY,Член групи з міжпарламентських зв'язків з Арабською Республікою Єгипет
18220,3,22,,mpg,TJK,Член групи з міжпарламентських зв'язків з Республікою Таджикистан
18220,3,25,,mpg,ETH,Член групи з міжпарламентських зв'язків з Федеративною Демократичною Республікою Ефіопія
18220,3,35,,mpg,TKM,Член групи з міжпарламентських зв'язків з Туркменістаном
18220,28,27,,mpg,ZAF,Секретар групи з міжпарламентських зв'язків з Південно-Африканською Республікою
18139,6,13,,cmt,komtrans,Член Комітету Верховної Ради України з питань транспорту
18139,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18139,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18139,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
18139,3,119,,mpg,CZE,Член групи з міжпарламентських зв'язків з Чеською Республікою
18139,3,69,,mpg,MDA,Член групи з міжпарламентських зв'язків з Республікою Молдова
18139,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18139,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
18139,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
11097,21,52,,grp,gPW,"Член депутатської групи ""Воля народу"""
11097,6,41,,cmt,kompravpol,Член Комітету Верховної Ради України з питань правової політики та правосуддя
11097,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
11999,1,278,149,sct,kompravlud18,"Голова підкомітету з питань гендерної рівності і недискримінації Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин"
11999,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
11999,27,115,,mpd,cNPG_IPU,Член Виконавчого комітету Національної парламентської групи в Міжпарламентському Союзі
11999,3,117,,mpg,GRC,Член групи з міжпарламентських зв'язків з Грецькою Республікою
11999,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
11999,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
11999,3,36,,mpg,BEL,Член групи з міжпарламентських зв'язків з Королівством Бельгія
11999,3,132,,mpg,NGA,Член групи з міжпарламентських зв'язків з Республікою Нігерія
11999,22,87,,mpa,uMPA_LV,Член Української частини міжпарламентської асамблеї Верховної Ради України та Сейму Литовської Республіки
11999,5,84,,mpg,MYS,Заступник керівника групи з міжпарламентських зв'язків з Малайзією
11999,3,26,,mpg,EGY,Член групи з міжпарламентських зв'язків з Арабською Республікою Єгипет
17948,15,20,,fra,nf,"Заступник голови депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
17948,16,74,,cmt,komsvobslova,Голова Комітету Верховної Ради України з питань свободи слова та інформаційної політики
17948,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
17948,3,75,,mpg,QAT,Член групи з міжпарламентських зв'язків з Державою Катар
17948,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
17948,3,21,,mpg,JPN,Член групи з міжпарламентських зв'язків з Японією
18142,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18142,6,61,,cmt,comeuroint,Член Комітету Верховної Ради України з питань європейської інтеграції
18142,14,66,,mpg,ROM,Співголова групи з міжпарламентських зв'язків з Румунією
18142,3,57,,mpg,SVN,Член групи з міжпарламентських зв'язків з Республікою Словенія
18142,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18142,3,194,,mpg,URY,Член групи з міжпарламентських зв'язків з Східною Республікою Уругвай
18142,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
18142,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
18142,3,69,,mpg,MDA,Член групи з міжпарламентських зв'язків з Республікою Молдова
18142,3,188,,mpg,MNG,Член групи з міжпарламентських зв'язків з Монголією
5486,9,279,94,sct,komzak17,"Заступник голови Комітету, голова підкомітету з питань законодавчого забезпечення і контролю за діяльністю дипломатичної служби Комітету Верховної Ради України у закордонних справах"
5486,2,12,,fra,but,"Член депутатської фракції політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України"
5486,4,44,,mpg,TUR,Керівник групи з міжпарламентських зв'язків з Турецькою Республікою
5486,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
5486,3,37,,mpg,NLD,Член групи з міжпарламентських зв'язків з Королівством Нідерландів
5486,57,80,,mpd,PA_EURONEST,Глава Постійної делегації Верховної Ради України у Парламентській асамблеї ЄС - Східні сусіди (ПА ЄВРОНЕСТ)
5486,3,69,,mpg,MDA,Член групи з міжпарламентських зв'язків з Республікою Молдова
5486,22,87,,mpa,uMPA_LV,Член Української частини міжпарламентської асамблеї Верховної Ради України та Сейму Литовської Республіки
5486,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
5486,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
5486,22,97,,mpd,uPA_PL,Член Української частини Парламентської асамблеї України і Республіки Польща
18140,1,280,34,sct,kompkd01,Голова підкомітету з питань охорони історико-культурної спадщини Комітету Верховної Ради України з питань культури і духовності
18140,3,107,,mpg,KOR,Член групи з міжпарламентських зв'язків з Республікою Корея
18140,19,80,,mpd,PA_EURONEST,Заступник члена Постійної делегації Верховної Ради України у Парламентській асамблеї ЄС - Східні сусіди (ПА ЄВРОНЕСТ)
18140,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
18140,4,48,,mpg,DEU,Керівник групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
18140,3,21,,mpg,JPN,Член групи з міжпарламентських зв'язків з Японією
18140,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18140,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
18140,5,6,,mpg,AZB,Заступник керівника групи з міжпарламентських зв'язків з Азербайджанською Республікою
18140,3,71,,mpg,HUN,Член групи з міжпарламентських зв'язків з Угорщиною
17947,45,20,,fra,nf,"Перший заступник голови фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
17947,7,90,,tcs,tinvest39,Член тимчасової слідчої комісії Верховної Ради України з питань розслідування обставин конфлікту в Закарпатській області
17947,7,134,,tcs,tinvest41,Член тимчасової слідчої комісії Верховної Ради України для проведення розслідування відомостей щодо фактів розкрадання в Збройних Силах України та підриву обороноздатності держави у період з 2004 по 2017 роки
17947,1,281,100,sct,komnbo18,Голова підкомітету з питань соціального і правового захисту військовослужбовців та членів їх сімей Комітету Верховної Ради України з питань національної безпеки і оборони
17947,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
17947,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
17947,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
17947,22,97,,mpd,uPA_PL,Член Української частини Парламентської асамблеї України і Республіки Польща
17947,3,45,,mpg,CAN,Член групи з міжпарламентських зв'язків з Канадою
17947,3,75,,mpg,QAT,Член групи з міжпарламентських зв'язків з Державою Катар
17947,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
1792,6,149,,cmt,kompravlud,"Член Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин"
1792,31,12,,fra,but,"Голова депутатської фракції політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України"
18141,6,58,,cmt,crimecor,Член Комітету Верховної Ради України з питань запобігання і протидії корупції
18141,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
18141,3,45,,mpg,CAN,Член групи з міжпарламентських зв'язків з Канадою
18141,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18141,3,17,,mpg,GEO,Член групи з міжпарламентських зв'язків з Грузією
18141,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18141,3,130,,mpg,PAK,Член групи з міжпарламентських зв'язків з Ісламською Республікою Пакистан
18141,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
18141,3,7,,mpg,BLR,Член групи з міжпарламентських зв'язків з Республікою Білорусь
18141,3,77,,mpg,ITA,Член групи з міжпарламентських зв'язків з Італійською Республікою
17950,6,100,,cmt,komnbo,Член Комітету Верховної Ради України з питань національної безпеки і оборони
17950,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
17950,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
17950,3,21,,mpg,JPN,Член групи з міжпарламентських зв'язків з Японією
17950,28,152,,mpg,IRQ,Секретар групи з міжпарламентських зв'язків з Республікою Ірак
17950,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
17950,5,188,,mpg,MNG,Заступник керівника групи з міжпарламентських зв'язків з Монголією
17950,3,71,,mpg,HUN,Член групи з міжпарламентських зв'язків з Угорщиною
17950,3,119,,mpg,CZE,Член групи з міжпарламентських зв'язків з Чеською Республікою
15676,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
15676,6,41,,cmt,kompravpol,Член Комітету Верховної Ради України з питань правової політики та правосуддя
15676,3,165,,mpg,PRT,Член групи з міжпарламентських зв'язків з Португальською Республікою
15676,3,37,,mpg,NLD,Член групи з міжпарламентських зв'язків з Королівством Нідерландів
15676,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
15676,3,11,,mpg,POL,Член групи з міжпарламентських зв'язків з Республікою Польща
15676,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
5504,15,3,,fra,bp,"Заступник голови депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
5504,16,143,,cmt,komvti,Голова Комітету Верховної Ради України у справах ветеранів та осіб з інвалідністю
5504,3,89,,mpg,AFG,Член групи з міжпарламентських зв'язків з Ісламською Республікою Афганістан
5504,3,18,,mpg,FRA,Член групи з міжпарламентських зв'язків з Французькою Республікою
5504,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
5504,22,87,,mpa,uMPA_LV,Член Української частини міжпарламентської асамблеї Верховної Ради України та Сейму Литовської Республіки
5504,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
5504,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
5504,3,8,,mpg,LTU,Член групи з міжпарламентських зв'язків з Литовською Республікою
17987,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
17987,1,282,29,sct,komekolog21,"Голова підкомітету з питань державної політики у сфері поводження з відходами Комітету Верховної Ради України з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи"
17987,3,49,,mpg,FIN,Член групи з міжпарламентських зв'язків з Фінляндською Республікою
17987,3,16,,mpg,SVK,Член групи з міжпарламентських зв'язків з Словацькою Республікою
17987,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
17987,3,30,,mpg,EST,Член групи з міжпарламентських зв'язків з Естонською Республікою
17987,3,195,,mpg,IDN,Член групи з міжпарламентських зв'язків з Республікою Індонезія
17987,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
9540,2,20,,fra,nf,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
9540,1,283,64,sct,budget18,Голова підкомітету з питань доходів державного бюджету Комітету Верховної Ради України з питань бюджету
9540,24,54,,ccs,scpp,Заступник голови Спеціальної контрольної комісії Верховної Ради України з питань приватизації
9540,3,96,,mpg,ARE,Член групи з міжпарламентських зв'язків з Об'єднаними Арабськими Еміратами
9540,4,69,,mpg,MDA,Керівник групи з міжпарламентських зв'язків з Республікою Молдова
9540,3,66,,mpg,ROM,Член групи з міжпарламентських зв'язків з Румунією
9540,4,9,,mpg,UZB,Керівник групи з міжпарламентських зв'язків з Республікою Узбекистан
9540,3,35,,mpg,TKM,Член групи з міжпарламентських зв'язків з Туркменістаном
9540,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
9540,13,146,,mpg,IRN,Заступник співголови групи з міжпарламентських зв'язків з Республікою Іран
9540,19,42,,mpd,PACE,Заступник члена Постійної делегації у Парламентській асамблеї Ради Європи
18143,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18143,1,284,13,sct,komtrans05,Голова підкомітету з питань морського і річкового транспорту Комітету Верховної Ради України з питань транспорту
18143,3,71,,mpg,HUN,Член групи з міжпарламентських зв'язків з Угорщиною
18143,13,117,,mpg,GRC,Заступник співголови групи з міжпарламентських зв'язків з Грецькою Республікою
18143,3,4,,mpg,ISR,Член групи з міжпарламентських зв'язків з Державою Ізраїль
18143,25,60,,mpd,uPCA,Заступник члена Української частини Парламентського комітету асоціації
18143,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18143,3,70,,mpg,NOR,Член групи з міжпарламентських зв'язків з Королівством Норвегія
18143,3,48,,mpg,DEU,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
18143,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18144,18,112,,cmt,komit,Заступник голови Комітету Верховної Ради України з питань інформатизації та зв'язку
18144,58,54,,ccs,scpp,Секретар Спеціальної контрольної комісії Верховної Ради України з питань приватизації
18144,7,40,,tcs,tspec13,Член тимчасової спеціальної комісії Верховної Ради України з питань перевірки фактів порушень під час проведення повторного голосування на виборах Криворізького міського голови 15 листопада 2015 року
18144,2,3,,fra,bp,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18144,3,15,,mpg,GBR,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
18144,3,14,,mpg,USA,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
18144,19,42,,mpd,PACE,Заступник члена Постійної делегації у Парламентській асамблеї Ради Європи
18144,3,82,,mpg,CHE,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
18144,3,10,,mpg,CHN,Член групи з міжпарламентських зв'язків з Китайською Народною Республікою
